move_key,name_en,name_es,type_key,category_key,power,accuracy,pp,priority,targeting_key,makes_contact,is_sound,is_pulse,is_punch,is_bite,is_slashing,is_status,effect_short_en,effect_short_es,effect_long_en,effect_long_es,source_key
matcha_gotcha,Matcha Gotcha,Matcha Gotcha,grass,special,80,90,15,,unknown,0,0,0,0,0,0,0,The user fires a blast of tea that it mixed. The user's HP is restored by up to half the damage taken by the target. This may also leave the target with a burn.,,The user fires a blast of tea that it mixed. The user's HP is restored by up to half the damage taken by the target. This may also leave the target with a burn.,,championslab
mean_look,Mean Look,Mal de Ojo,normal,status,,,20,,unknown,0,0,0,0,0,0,1,Gives the target the Can't Escape status.,Mal de ojo que impide al objetivo huir de la batalla.,Gives the target the Can't Escape status.,Mal de ojo que impide al objetivo huir de la batalla.,championslab
mega_kick,Mega Kick,Megapatada,normal,physical,120,75,5,,unknown,0,0,0,0,0,0,0,The target is attacked by a kick launched with muscle-packed power.,Patada de extrema fuerza.,The target is attacked by a kick launched with muscle-packed power.,Patada de extrema fuerza.,championslab
megahorn,Megahorn,Megacuerno,bug,physical,120,85,10,,unknown,0,0,0,0,0,0,0,"Using its tough and impressive horn, the user rams into the target with no letup.",Violenta embestida con cuernos imponentes.,"Using its tough and impressive horn, the user rams into the target with no letup.",Violenta embestida con cuernos imponentes.,championslab
memento,Memento,Legado,dark,status,,100,10,,unknown,0,0,0,0,0,0,1,"The user faints. In return, the target's Attack and Sp. Atk stats are harshly lowered.","El usuario se debilita, pero baja mucho tanto el Ataque como el Ataque Especial del objetivo.","The user faints. In return, the target's Attack and Sp. Atk stats are harshly lowered.","El usuario se debilita, pero baja mucho tanto el Ataque como el Ataque Especial del objetivo.",championslab
metal_burst,Metal Burst,Represión Metal,steel,physical,,100,10,,unknown,0,0,0,0,0,0,0,The user retaliates with much greater force against the opponent that last inflicted damage on it.,"Devuelve al objetivo el último ataque recibido, pero con mucha más fuerza.",The user retaliates with much greater force against the opponent that last inflicted damage on it.,"Devuelve al objetivo el último ataque recibido, pero con mucha más fuerza.",championslab
metal_sound,Metal Sound,Eco Metálico,steel,status,,85,40,,unknown,0,0,0,0,0,0,1,A horrible sound like scraping metal harshly lowers the target's Sp. Def stat.,Horrible chirrido metálico que baja mucho la Defensa Especial del objetivo.,A horrible sound like scraping metal harshly lowers the target's Sp. Def stat.,Horrible chirrido metálico que baja mucho la Defensa Especial del objetivo.,championslab
meteor_beam,Meteor Beam,Rayo Meteórico,rock,special,120,90,10,,unknown,0,0,0,0,0,0,0,"The user gathers energy from space and boosts its Sp. Atk stat on the first turn, then attacks on the next turn.",El usuario dedica el primer turno a aumentar su Ataque Especial acumulando energía cósmica y lanza su ofensiva contra el objetivo en el segundo.,"The user gathers energy from space and boosts its Sp. Atk stat on the first turn, then attacks on the next turn.",El usuario dedica el primer turno a aumentar su Ataque Especial acumulando energía cósmica y lanza su ofensiva contra el objetivo en el segundo.,championslab
meteor_mash,Meteor Mash,Puño Meteoro,steel,physical,90,90,10,,unknown,0,0,0,0,0,0,0,The target is hit with a hard punch fired like a meteor. This may also boost the user’s Attack stat.,Puñetazo que impacta como un meteorito y puede subir el Ataque del agresor.,The target is hit with a hard punch fired like a meteor. This may also boost the user’s Attack stat.,Puñetazo que impacta como un meteorito y puede subir el Ataque del agresor.,championslab
minimize,Minimize,Reducción,normal,status,,,20,,unknown,0,0,0,0,0,0,1,Boosts the user's evasiveness by 2 stages. The user gains the Minimized status.,El usuario mengua para aumentar mucho la Evasión.,Boosts the user's evasiveness by 2 stages. The user gains the Minimized status.,El usuario mengua para aumentar mucho la Evasión.,championslab
mirror_coat,Mirror Coat,Manto Espejo,psychic,special,,100,20,,unknown,0,0,0,0,0,0,0,"A retaliatory attack that counters any special move, inflicting double the damage taken.",Responde a un ataque especial ocasionando el doble del daño recibido.,"A retaliatory attack that counters any special move, inflicting double the damage taken.",Responde a un ataque especial ocasionando el doble del daño recibido.,championslab
misty_explosion,Misty Explosion,Bruma Explosiva,fairy,special,100,100,5,,unknown,0,0,0,0,0,0,0,The user attacks everything around it and faints upon using this move. This move’s power is increased on Misty Terrain.,"El usuario ataca a todos a su alrededor, pero se debilita de inmediato. La potencia del movimiento aumenta si el terreno está cubierto por un campo de niebla.",The user attacks everything around it and faints upon using this move. This move’s power is increased on Misty Terrain.,"El usuario ataca a todos a su alrededor, pero se debilita de inmediato. La potencia del movimiento aumenta si el terreno está cubierto por un campo de niebla.",championslab
misty_terrain,Misty Terrain,Campo de Niebla,fairy,status,0,,10,,unknown,0,0,0,0,0,0,1,The user covers the ground under everyone’s feet with mist for five turns. This protects Pokémon on the ground from status conditions.,Cubre de niebla el terreno de combate durante cinco turnos. Los Pokémon que estén en el suelo no se ven afectados por cambios de estado.,The user covers the ground under everyone’s feet with mist for five turns. This protects Pokémon on the ground from status conditions.,Cubre de niebla el terreno de combate durante cinco turnos. Los Pokémon que estén en el suelo no se ven afectados por cambios de estado.,championslab
moonblast,Moonblast,Fuerza Lunar,fairy,special,95,100,16,,unknown,0,0,0,0,0,0,0,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat.",Invoca el poder de la luna para atacar al objetivo. Puede disminuir el Ataque Especial del objetivo.,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat.",Invoca el poder de la luna para atacar al objetivo. Puede disminuir el Ataque Especial del objetivo.,championslab
moonlight,Moonlight,Luz Lunar,fairy,status,,,5,,unknown,0,0,0,0,0,0,1,The user restores its own HP. The amount of HP regained varies with the weather.,Restaura PS del usuario. La cantidad varía según el tiempo que haga.,The user restores its own HP. The amount of HP regained varies with the weather.,Restaura PS del usuario. La cantidad varía según el tiempo que haga.,championslab
morning_sun,Morning Sun,Sol Matinal,normal,status,,,20,,unknown,0,0,0,0,0,0,1,Restores 1/2 of the user's max HP. In harsh sunlight 2/3 of its max HP will be restored instead. In all other weather conditions 1/4 of its max HP will be restored instead.,Restaura PS del usuario. La cantidad varía según el tiempo que haga.,Restores 1/2 of the user's max HP. In harsh sunlight 2/3 of its max HP will be restored instead. In all other weather conditions 1/4 of its max HP will be restored instead.,Restaura PS del usuario. La cantidad varía según el tiempo que haga.,championslab
mortal_spin,Mortal Spin,Mortal Spin,poison,physical,30,100,15,,unknown,0,0,0,0,0,0,0,"The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also poisons opposing Pokémon.",,"The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also poisons opposing Pokémon.",,championslab
mountain_gale,Mountain Gale,Mountain Gale,ice,physical,100,85,10,,unknown,0,0,0,0,0,0,0,The user hurls giant chunks of ice at the target to inflict damage. This may also make the target flinch.,,The user hurls giant chunks of ice at the target to inflict damage. This may also make the target flinch.,,championslab
mud_shot,Mud Shot,Disparo Lodo,ground,special,55,95,15,,unknown,0,0,0,0,0,0,0,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.,El usuario lanza lodo al objetivo y reduce su Velocidad.,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.,El usuario lanza lodo al objetivo y reduce su Velocidad.,championslab
mud_slap,Mud-Slap,Bofetón Lodo,ground,special,20,100,10,,unknown,0,0,0,0,0,0,0,Reduces the foe's accuracy.,Echa lodo en la cara para bajar la Precisión.,Reduces the foe's accuracy.,Echa lodo en la cara para bajar la Precisión.,championslab
muddy_water,Muddy Water,Agua Lodosa,water,special,90,85,10,,unknown,0,0,0,0,0,0,0,The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy.,Ataque con agua lodosa que puede bajar la Precisión del equipo rival.,The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy.,Ataque con agua lodosa que puede bajar la Precisión del equipo rival.,championslab
mystical_fire,Mystical Fire,Llama Embrujada,fire,special,75,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat.",Lanza por su boca una singular llama a gran temperatura con la que ataca a su oponente y baja su Ataque Especial.,"The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat.",Lanza por su boca una singular llama a gran temperatura con la que ataca a su oponente y baja su Ataque Especial.,championslab
nasty_plot,Nasty Plot,Maquinación,dark,status,,,20,,unknown,0,0,0,0,0,0,1,The user stimulates its brain by thinking bad thoughts. This sharply boosts the user's Sp. Atk stat.,Estimula su cerebro pensando en cosas malas. Aumenta considerablemente el Ataque Especial.,The user stimulates its brain by thinking bad thoughts. This sharply boosts the user's Sp. Atk stat.,Estimula su cerebro pensando en cosas malas. Aumenta considerablemente el Ataque Especial.,championslab
nature_power,Nature Power,Adaptación,normal,status,,,20,,unknown,0,0,0,0,0,0,1,The type of attack varies depending on the location.,Usa el poder de la naturaleza para atacar. Su efecto varía según el entorno de combate.,The type of attack varies depending on the location.,Usa el poder de la naturaleza para atacar. Su efecto varía según el entorno de combate.,championslab
night_daze,Night Daze,Pulso Noche,dark,special,90,95,10,,unknown,0,0,0,0,0,0,0,The user looses a pitch-black shock wave at the target to inflict damage. This may also lower the target's accuracy.,Ataca al objetivo con una onda siniestra. Puede bajar su Precisión.,The user looses a pitch-black shock wave at the target to inflict damage. This may also lower the target's accuracy.,Ataca al objetivo con una onda siniestra. Puede bajar su Precisión.,championslab
night_shade,Night Shade,Tinieblas,ghost,special,,100,15,,unknown,0,0,0,0,0,0,0,The user makes the target see a frightening mirage. It inflicts damage equal to the user's level.,"Produce un espejismo ante el objetivo, que pierde tantos PS como nivel tenga el agresor.",The user makes the target see a frightening mirage. It inflicts damage equal to the user's level.,"Produce un espejismo ante el objetivo, que pierde tantos PS como nivel tenga el agresor.",championslab
night_slash,Night Slash,Tajo Umbrío,dark,physical,70,100,15,,unknown,0,0,0,0,0,1,0,The user slashes the target the instant an opportunity arises. This move has a heightened chance of landing a critical hit.,Ataca al objetivo a la primera oportunidad. Suele ser crítico.,The user slashes the target the instant an opportunity arises. This move has a heightened chance of landing a critical hit.,Ataca al objetivo a la primera oportunidad. Suele ser crítico.,championslab
noble_roar,Noble Roar,Rugido de Guerra,normal,status,,100,30,,unknown,0,0,0,0,0,0,1,"Letting out a noble roar, the user intimidates the target and lowers the target's Attack and Sp. Atk stats.","Intimida a su oponente con un rugido de guerra, haciendo que disminuyan tanto su Ataque como su Ataque Especial.","Letting out a noble roar, the user intimidates the target and lowers the target's Attack and Sp. Atk stats.","Intimida a su oponente con un rugido de guerra, haciendo que disminuyan tanto su Ataque como su Ataque Especial.",championslab
nuzzle,Nuzzle,Moflete Estático,electric,physical,20,100,20,,unknown,0,0,0,0,0,0,0,Paralyzes the target.,Quien lo usa frota sus mofletes cargados de electricidad contra el Pokémon objetivo y consigue paralizarlo.,Paralyzes the target.,Quien lo usa frota sus mofletes cargados de electricidad contra el Pokémon objetivo y consigue paralizarlo.,championslab
outrage,Outrage,Enfado,dragon,physical,120,100,10,,unknown,0,0,0,0,0,0,0,The user rampages and attacks for two to three turns. The user then becomes confused.,Ataca de dos a tres turnos y acaba confundiendo al agresor.,The user rampages and attacks for two to three turns. The user then becomes confused.,Ataca de dos a tres turnos y acaba confundiendo al agresor.,championslab
overheat,Overheat,Sofoco,fire,special,130,90,5,,unknown,0,0,0,0,0,0,0,The user attacks the target with all its might. The recoil from this move harshly lowers the user's Sp. Atk stat.,Ataque en toda regla que baja mucho el Ataque Especial de quien lo usa.,The user attacks the target with all its might. The recoil from this move harshly lowers the user's Sp. Atk stat.,Ataque en toda regla que baja mucho el Ataque Especial de quien lo usa.,championslab
pain_split,Pain Split,Divide Dolor,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The user adds its HP to the target's HP, then equally splits the combined HP between the target and itself.",Suma los PS del usuario a los del objetivo y los reparte a partes iguales.,"The user adds its HP to the target's HP, then equally splits the combined HP between the target and itself.",Suma los PS del usuario a los del objetivo y los reparte a partes iguales.,championslab
parabolic_charge,Parabolic Charge,Carga Parábola,electric,special,65,100,15,,unknown,0,0,0,0,0,0,0,The user's HP is restored by 1/2 of the damage dealt by this move.,Inflige daño a todos los Pokémon a su alrededor. El usuario absorbe la mitad del daño producido para restaurar sus propios PS.,The user's HP is restored by 1/2 of the damage dealt by this move.,Inflige daño a todos los Pokémon a su alrededor. El usuario absorbe la mitad del daño producido para restaurar sus propios PS.,championslab
parting_shot,Parting Shot,Última Palabra,dark,status,0,100,20,,unknown,0,0,0,0,0,0,1,"With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon.","El usuario se cambia por otro Pokémon de su equipo, pero antes amedrenta a su oponente y hace que disminuyan su Ataque y Ataque Especial.","With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon.","El usuario se cambia por otro Pokémon de su equipo, pero antes amedrenta a su oponente y hace que disminuyan su Ataque y Ataque Especial.",championslab
payback,Payback,Vendetta,dark,physical,50,100,10,,unknown,0,0,0,0,0,0,0,"If the user can use this attack after the foe attacks, its power is doubled. ",El usuario contraataca con el doble de fuerza si el objetivo usa un movimiento antes.,"If the user can use this attack after the foe attacks, its power is doubled. ",El usuario contraataca con el doble de fuerza si el objetivo usa un movimiento antes.,championslab
perish_song,Perish Song,Canto Mortal,normal,status,0,,5,,unknown,0,1,0,0,0,0,1,Both user and foe faint in 3 turns.,"Si un Pokémon escucha este canto y no es cambiado por otro en tres turnos, acaba debilitándose.",Both user and foe faint in 3 turns.,"Si un Pokémon escucha este canto y no es cambiado por otro en tres turnos, acaba debilitándose.",championslab
petal_blizzard,Petal Blizzard,Tormenta Floral,grass,physical,90,100,15,,unknown,0,0,0,0,0,0,0,The user stirs up a violent petal blizzard and damages everything around it.,El usuario desata un intenso vendaval de pétalos que daña a los Pokémon a su alrededor.,The user stirs up a violent petal blizzard and damages everything around it.,El usuario desata un intenso vendaval de pétalos que daña a los Pokémon a su alrededor.,championslab
petal_dance,Petal Dance,Danza Pétalo,grass,special,120,100,10,,unknown,0,0,0,0,0,0,0,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.,Lanza pétalos de dos a tres turnos y acaba confundiendo al atacante.,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.,Lanza pétalos de dos a tres turnos y acaba confundiendo al atacante.,championslab
phantom_force,Phantom Force,Golpe Fantasma,ghost,physical,90,100,10,,unknown,0,0,0,0,0,0,0,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself.",El usuario desaparece en el primer turno y ataca a su objetivo en el segundo. Permite acertar aunque el objetivo esté protegiéndose.,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself.",El usuario desaparece en el primer turno y ataca a su objetivo en el segundo. Permite acertar aunque el objetivo esté protegiéndose.,championslab
pin_missile,Pin Missile,Pin Misil,bug,physical,25,95,20,,unknown,0,0,0,0,0,0,0,The user attacks by shooting sharp spikes at the target. This move hits two to five times in a row.,Lanza finas púas que hieren de dos a cinco veces.,The user attacks by shooting sharp spikes at the target. This move hits two to five times in a row.,Lanza finas púas que hieren de dos a cinco veces.,championslab
play_nice,Play Nice,Camaradería,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat.","Se hace amigo de su oponente y consigue que a este se le quiten las ganas de combatir. Además, reduce su Ataque.","The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat.","Se hace amigo de su oponente y consigue que a este se le quiten las ganas de combatir. Además, reduce su Ataque.",championslab
play_rough,Play Rough,Carantoña,fairy,physical,90,90,10,,unknown,0,0,0,0,0,0,0,The user attacks by playing rough with the target. This may also lower the target's Attack stat.,El Pokémon que lo usa le hace cucamonas al objetivo y lo ataca. Puede disminuir el Ataque del objetivo.,The user attacks by playing rough with the target. This may also lower the target's Attack stat.,El Pokémon que lo usa le hace cucamonas al objetivo y lo ataca. Puede disminuir el Ataque del objetivo.,championslab
pluck,Pluck,Picoteo,flying,physical,60,100,20,,unknown,0,0,0,0,0,0,0,"The user attacks by pecking the target. If the target is holding a Berry, the user eats it and gains its effect.","Picotea al objetivo. Si este sostiene una baya, la picotea también y obtiene sus efectos.","The user attacks by pecking the target. If the target is holding a Berry, the user eats it and gains its effect.","Picotea al objetivo. Si este sostiene una baya, la picotea también y obtiene sus efectos.",championslab
poison_fang,Poison Fang,Colmillo Veneno,poison,physical,50,100,15,,unknown,0,0,0,0,0,0,0,The user bites the target with toxic fangs. This may also leave the target badly poisoned.,Colmillos tóxicos que pueden envenenar gravemente al objetivo.,The user bites the target with toxic fangs. This may also leave the target badly poisoned.,Colmillos tóxicos que pueden envenenar gravemente al objetivo.,championslab
poison_jab,Poison Jab,Puya Nociva,poison,physical,80,100,20,,unknown,0,0,0,0,0,0,0,"The target is stabbed with a tentacle, an arm, or the like steeped in poison. This may also poison the target.",Pincha al objetivo con un tentáculo o brazo envenenado. Puede llegar a envenenar al objetivo.,"The target is stabbed with a tentacle, an arm, or the like steeped in poison. This may also poison the target.",Pincha al objetivo con un tentáculo o brazo envenenado. Puede llegar a envenenar al objetivo.,championslab
poison_powder,Poison Powder,Polvo Veneno,poison,status,,75,20,,unknown,0,0,0,0,0,0,1,Poisons the target.,Polvo tóxico que envenena al objetivo.,Poisons the target.,Polvo tóxico que envenena al objetivo.,championslab
pollen_puff,Pollen Puff,Bola de Polen,bug,special,90,100,15,,unknown,0,0,0,0,0,0,0,"The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.","Ataca al oponente con una bola explosiva. Si esta alcanza a un aliado, le hará recuperar PS.","The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.","Ataca al oponente con una bola explosiva. Si esta alcanza a un aliado, le hará recuperar PS.",championslab
poltergeist,Poltergeist,Poltergeist,ghost,physical,110,90,5,,unknown,0,0,0,0,0,0,0,The user attacks by controlling the target's item. This move fails if the target isn't holding an item.,"El usuario ataca utilizando el objeto que lleva el rival. Si no tiene ninguno equipado, el movimiento falla.",The user attacks by controlling the target's item. This move fails if the target isn't holding an item.,"El usuario ataca utilizando el objeto que lleva el rival. Si no tiene ninguno equipado, el movimiento falla.",championslab
population_bomb,Population Bomb,Population Bomb,normal,physical,20,90,10,,unknown,1,0,0,0,0,0,0,The user’s fellows gather in droves to perform a combo attack that hits the target one to ten times in a row.,,The user’s fellows gather in droves to perform a combo attack that hits the target one to ten times in a row.,,championslab
pounce,Pounce,Pounce,bug,physical,50,100,20,,unknown,0,0,0,0,0,0,0,The user attacks by pouncing on the target. This also lowers the target's Speed stat.,,The user attacks by pouncing on the target. This also lowers the target's Speed stat.,,championslab
pound,Pound,Destructor,normal,physical,40,100,35,,unknown,0,0,0,0,0,0,0,"The target is physically pounded with a long tail, a foreleg, or the like.",Golpea con las patas o la cola.,"The target is physically pounded with a long tail, a foreleg, or the like.",Golpea con las patas o la cola.,championslab
power_gem,Power Gem,Joya de Luz,rock,special,80,100,20,,unknown,0,0,0,0,0,0,0,The user attacks with a ray of light that sparkles as if it were made of gemstones.,Ataca con un rayo de luz que centellea como si lo formaran miles de joyas.,The user attacks with a ray of light that sparkles as if it were made of gemstones.,Ataca con un rayo de luz que centellea como si lo formaran miles de joyas.,championslab
power_split,Power Split,Isofuerza,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.,El usuario emplea sus poderes para hacer la media de su Ataque y Ataque Especial con los de su objetivo y compartirlos.,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.,El usuario emplea sus poderes para hacer la media de su Ataque y Ataque Especial con los de su objetivo y compartirlos.,championslab
power_swap,Power Swap,Cambiafuerza,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,El usuario emplea su poder mental para intercambiar los cambios en Ataque y Ataque Especial con el objetivo.,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,El usuario emplea su poder mental para intercambiar los cambios en Ataque y Ataque Especial con el objetivo.,championslab
power_trick,Power Trick,Truco Fuerza,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user employs its psychic power to switch its Attack stat with its Defense stat.,Usa sus poderes mentales para intercambiar su característica de Ataque por Defensa.,The user employs its psychic power to switch its Attack stat with its Defense stat.,Usa sus poderes mentales para intercambiar su característica de Ataque por Defensa.,championslab
power_trip,Power Trip,Chulería,dark,physical,20,100,10,,unknown,0,0,0,0,0,0,0,"The user boasts its strength and attacks the target. The more the user’s stats are raised, the greater the move’s power.","Ataca al oponente presumiendo de su fuerza. Cuanto más hayan subido las características del usuario, mayor será el daño.","The user boasts its strength and attacks the target. The more the user’s stats are raised, the greater the move’s power.","Ataca al oponente presumiendo de su fuerza. Cuanto más hayan subido las características del usuario, mayor será el daño.",championslab
power_up_punch,Power-Up Punch,Puño Incremento,fighting,physical,40,100,20,,unknown,0,0,0,0,0,0,0,Striking opponents over and over makes the user's fists harder. Hitting a target raises the user's Attack stat.,"Cada vez que golpea a un oponente se endurecen sus puños. Si acierta al objetivo, el Ataque del usuario aumenta.",Striking opponents over and over makes the user's fists harder. Hitting a target raises the user's Attack stat.,"Cada vez que golpea a un oponente se endurecen sus puños. Si acierta al objetivo, el Ataque del usuario aumenta.",championslab
power_whip,Power Whip,Latigazo,grass,physical,120,85,10,,unknown,0,0,0,0,0,0,0,"The user violently whirls its vines, tentacles, or the like to lash the target.",El usuario agita violentamente sus lianas o tentáculos para golpear al objetivo.,"The user violently whirls its vines, tentacles, or the like to lash the target.",El usuario agita violentamente sus lianas o tentáculos para golpear al objetivo.,championslab
protect,Protect,Protección,normal,status,,,10,,unknown,0,0,0,0,0,0,1,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"Frena todos los ataques, pero puede fallar si se usa repetidamente.",This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,"Frena todos los ataques, pero puede fallar si se usa repetidamente.",championslab
psych_up,Psych Up,Más Psique,normal,status,,,10,,unknown,0,0,0,0,0,0,1,The user hypnotizes itself into copying any stat change made by the target.,Quien lo usa se hipnotiza y copia cualquier cambio que haya en las características de su objetivo.,The user hypnotizes itself into copying any stat change made by the target.,Quien lo usa se hipnotiza y copia cualquier cambio que haya en las características de su objetivo.,championslab
psychic,Psychic,Psíquico,psychic,special,90,100,10,,unknown,0,0,0,0,0,0,0,The target is hit with a strong telekinetic force to inflict damage. This may also lower the target’s Sp. Def stat.,Fuerte ataque telequinético que puede bajar la Defensa Especial del objetivo.,The target is hit with a strong telekinetic force to inflict damage. This may also lower the target’s Sp. Def stat.,Fuerte ataque telequinético que puede bajar la Defensa Especial del objetivo.,championslab
psychic_fangs,Psychic Fangs,Psicocolmillo,psychic,physical,85,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks by biting the target with its psychic capabilities. This move can also break barriers, such as Light Screen and Reflect.",Ataca a sus rivales con poderes psíquicos que además destruyen barreras como Pantalla de Luz y Reflejo.,"The user attacks by biting the target with its psychic capabilities. This move can also break barriers, such as Light Screen and Reflect.",Ataca a sus rivales con poderes psíquicos que además destruyen barreras como Pantalla de Luz y Reflejo.,championslab
psychic_noise,Psychic Noise,Psicorruido,psychic,special,75,100,10,,unknown,0,0,0,0,0,0,0,"The user attacks the target with unpleasant sound waves. For two turns, the target is prevented from recovering HP through moves, Abilities, or held items.",,"The user attacks the target with unpleasant sound waves. For two turns, the target is prevented from recovering HP through moves, Abilities, or held items.",,championslab
psychic_terrain,Psychic Terrain,Campo Psíquico,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.,"Durante cinco turnos, se potencian los movimientos de tipo Psíquico y los Pokémon que están en el suelo quedan protegidos contra movimientos con prioridad.",This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.,"Durante cinco turnos, se potencian los movimientos de tipo Psíquico y los Pokémon que están en el suelo quedan protegidos contra movimientos con prioridad.",championslab
psycho_cut,Psycho Cut,Psicocorte,psychic,physical,70,100,20,,unknown,0,0,0,0,0,1,0,The user tears at the foe with blades formed by psychic power. It has a high critical-hit ratio.,Ataca al objetivo con cuchillas formadas por energía psíquica. Suele ser crítico.,The user tears at the foe with blades formed by psychic power. It has a high critical-hit ratio.,Ataca al objetivo con cuchillas formadas por energía psíquica. Suele ser crítico.,championslab
psyshield_bash,Psyshield Bash,Psyshield Bash,psychic,physical,90,90,10,,unknown,0,0,0,0,0,0,0,"Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats.",,"Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats.",,championslab
psyshock,Psyshock,Psicocarga,psychic,special,80,100,10,,unknown,0,0,0,0,0,0,0,The user materializes an odd psychic wave to attack the target. This move deals physical damage.,Crea una onda psíquica que causa daño físico al objetivo.,The user materializes an odd psychic wave to attack the target. This move deals physical damage.,Crea una onda psíquica que causa daño físico al objetivo.,championslab
punishment,Punishment,Castigo,dark,physical,,100,5,,unknown,0,0,0,0,0,0,0,This attack’s power increases the more the foe has powered up with stat changes.,La fuerza del ataque aumenta cuanto más se ha fortalecido el objetivo con cambios de características.,This attack’s power increases the more the foe has powered up with stat changes.,La fuerza del ataque aumenta cuanto más se ha fortalecido el objetivo con cambios de características.,championslab
quash,Quash,Último Lugar,dark,status,,100,20,,unknown,0,0,0,0,0,0,1,Causes the target to move last in the turn.,Consigue que el objetivo sea el último en moverse.,Causes the target to move last in the turn.,Consigue que el objetivo sea el último en moverse.,championslab
quick_attack,Quick Attack,Ataque Rápido,normal,physical,40,100,30,,unknown,0,0,0,0,0,0,0,"The user lunges at the target to inflict damage, moving at blinding speed. This move always goes first.",Ataque rápido que permite golpear en primer lugar.,"The user lunges at the target to inflict damage, moving at blinding speed. This move always goes first.",Ataque rápido que permite golpear en primer lugar.,championslab
quick_guard,Quick Guard,Anticipo,fighting,status,,,20,,unknown,0,0,0,0,0,0,1,The user protects itself and its allies from priority moves for the turn.,Protege a todo el equipo de los movimientos que se adelantan y atacan primero.,The user protects itself and its allies from priority moves for the turn.,Protege a todo el equipo de los movimientos que se adelantan y atacan primero.,championslab
quiver_dance,Quiver Dance,Danza Aleteo,bug,status,0,,20,,unknown,0,0,0,0,0,0,1,"The user lightly performs a beautiful, mystic dance. It boosts the user’s Sp. Atk, Sp. Def, and Speed stats.","Danza mística que sube el Ataque Especial, la Defensa Especial y la Velocidad.","The user lightly performs a beautiful, mystic dance. It boosts the user’s Sp. Atk, Sp. Def, and Speed stats.","Danza mística que sube el Ataque Especial, la Defensa Especial y la Velocidad.",championslab
rage_powder,Rage Powder,Polvo Ira,bug,status,,,20,,unknown,0,0,0,0,0,0,1,The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.,Usa un polvo que irrita y centra en el usuario la atención y los ataques de los rivales.,The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.,Usa un polvo que irrita y centra en el usuario la atención y los ataques de los rivales.,championslab
raging_bull,Raging Bull,Raging Bull,water,physical,90,100,10,,unknown,0,0,0,0,0,0,0,The user performs a tackle like a raging bull. This move's type depends on the user's form. It can also break barriers such as Light Screen and Reflect.,,The user performs a tackle like a raging bull. This move's type depends on the user's form. It can also break barriers such as Light Screen and Reflect.,,championslab
raging_fury,Raging Fury,Raging Fury,fire,physical,120,100,10,,unknown,0,0,0,0,0,0,0,"The user rampages and spews vicious flames to inflict damage on the target, then becomes fixated on using this move.",,"The user rampages and spews vicious flames to inflict damage on the target, then becomes fixated on using this move.",,championslab
