pokemon_id,role_key,name_en,name_es,description_en,description_es,confidence,season_key,format,curation_source_key,notes
678,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
678,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
678,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
678,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
681,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
683,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
683,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
683,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
685,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
693,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
693,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
693,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
693,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
695,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
695,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
697,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
697,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
699,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
699,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
700,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
701,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
701,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
702,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
702,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
702,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
706,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
706,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
707,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
707,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
709,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
709,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
709,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
711,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
711,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
711,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
713,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
713,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
715,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
715,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
724,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
724,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
724,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
727,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
727,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
730,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
730,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
730,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
733,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
733,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
733,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
733,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
740,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
740,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
740,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
745,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
748,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
748,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
748,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
750,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
750,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
752,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
752,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
758,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
758,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
758,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
763,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
763,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
763,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
765,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
765,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
765,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
766,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
766,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
766,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
778,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
778,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
778,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
780,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
780,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
780,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
784,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
784,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
823,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
823,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
823,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
841,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
842,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
844,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
855,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
855,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
855,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
855,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
858,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
858,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
858,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
858,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
866,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
866,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
866,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
866,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
867,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
867,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
867,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
869,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
877,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
877,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
887,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
887,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
887,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
887,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
899,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
899,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
899,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
899,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
900,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
900,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
900,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
900,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
902,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
902,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
903,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
903,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
908,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,low,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
908,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
908,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
908,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
911,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
914,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
914,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from utility move or pivot ability access.
914,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
914,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
925,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
925,pivot,Pivot,Pivot,Creates positioning or tempo through switching and utility.,Genera posicin o tempo mediante cambios y utilidad.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
925,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from current Champions move pool access.
934,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
936,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
936,speed_control,Speed Control,Control de Velocidad,Provides proactive or reverse speed control.,Aporta control de velocidad directo o inverso.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
936,trick_room_setter,Trick Room Setter,Setter de Espacio Raro,Can reliably set Trick Room.,Puede activar Espacio Raro de forma fiable.,high,season_m1_reg_ma,doubles,manual_curation,Derived from observed Champions sets.
936,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
937,bulky_support,Bulky Support,Soporte Resistente,Supports allies while maintaining defensive presence.,Apoya al equipo manteniendo presencia defensiva.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from bulk profile and support move access.
937,wallbreaker,Wallbreaker,Muroperforador,Breaks through bulky cores using strong offensive pressure.,Rompe ncleos defensivos con presin ofensiva alta.,medium,season_m1_reg_ma,doubles,manual_curation,Derived from offensive stats and current roster context.
