move_key,name_en,name_es,confirmed_user_count,inferred_user_count,move_pool_user_count,observed_set_user_count,observed_set_coverage_pct,users
extrasensory,Extrasensory,Paranormal,13,0,13,2,15.4,"Ninetales,Typhlosion,Chimecho,Roserade,Zoroark,Greninja,Oranguru,Drampa,Wyrdeer,Ninetales (Alolan Ninetales),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Meowstic (Meowstic-F)"
extreme_speed,Extreme Speed,Veloc. Extrema,4,0,4,3,75.0,"Arcanine,Dragonite,Lucario,Arcanine (Hisuian Arcanine)"
facade,Facade,Imagen,204,0,204,4,2.0,"Venusaur,Charizard,Blastoise,Beedrill,Pidgeot,Arbok,Pikachu,Raichu,Clefable,Ninetales,Arcanine,Alakazam,Machamp,Slowbro,Gengar,Kangaskhan,Starmie,Pinsir,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Houndoom,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Medicham,Manectric,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Castform,Banette,Chimecho,Absol,Glalie,Torterra,Infernape,Empoleon,Luxray,Roserade,Rampardos,Bastiodon,Lopunny,Spiritomb,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Gallade,Froslass,Rotom,Serperior,Emboar,Samurott,Watchog,Liepard,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Whimsicott,Krookodile,Cofagrigus,Garbodor,Zoroark,Reuniclus,Vanilluxe,Emolga,Chandelure,Beartic,Stunfisk,Golurk,Hydreigon,Volcarona,Chesnaught,Delphox,Greninja,Diggersby,Talonflame,Vivillon,Floette,Florges,Pangoro,Furfrou,Meowstic (Meowstic-M),Aegislash,Aromatisse,Slurpuff,Clawitzer,Heliolisk,Tyrantrum,Aurorus,Sylveon,Hawlucha,Dedenne,Goodra,Klefki,Trevenant,Gourgeist,Avalugg,Noivern,Decidueye,Incineroar,Primarina,Toucannon,Crabominable,Lycanroc,Toxapex,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Passimian,Mimikyu,Drampa,Kommo-o,Corviknight,Flapple,Appletun,Sandaconda,Polteageist,Hatterene,Mr. Rime,Runerigus,Alcremie,Morpeko,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Sneasler,Meowscarada,Skeledirge,Quaquaval,Maushold,Garganacl,Armarouge,Ceruledge,Scovillain,Espathra,Tinkaton,Palafin,Orthworm,Glimmora,Farigiraf,Kingambit,Archaludon,Hydrapple,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Decidueye (Hisuian Decidueye),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F),Basculegion (Basculegion-F)"
fairy_lock,Fairy Lock,Cerrojo Feérico,1,0,1,0,0.0,Klefki
fake_out,Fake Out,Sorpresa,23,0,23,19,82.6,"Blastoise,Pikachu,Raichu,Kangaskhan,Sableye,Medicham,Infernape,Lopunny,Toxicroak,Weavile,Liepard,Simisage,Simisear,Simipour,Meowstic (Meowstic-M),Incineroar,Salazzle,Mr. Rime,Morpeko,Sneasler,Tinkaton,Raichu (Alolan Raichu),Meowstic (Meowstic-F)"
fake_tears,Fake Tears,Llanto Falso,42,0,42,1,2.4,"Pikachu,Raichu,Clefable,Ninetales,Vaporeon,Jolteon,Flareon,Meganium,Feraligatr,Azumarill,Espeon,Umbreon,Chimecho,Glalie,Infernape,Luxray,Lopunny,Weavile,Leafeon,Glaceon,Froslass,Liepard,Whimsicott,Cofagrigus,Zoroark,Meowstic (Meowstic-M),Aromatisse,Slurpuff,Sylveon,Salazzle,Corviknight,Mr. Rime,Runerigus,Alcremie,Morpeko,Meowscarada,Maushold,Tinkaton,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Zoroark (Hisuian Zoroark),Meowstic (Meowstic-F)"
feather_dance,Feather Dance,Danza Pluma,12,0,12,0,0.0,"Pidgeot,Pelipper,Altaria,Empoleon,Talonflame,Hawlucha,Decidueye,Toucannon,Corviknight,Quaquaval,Espathra,Decidueye (Hisuian Decidueye)"
feint,Feint,Amago,26,0,26,2,7.7,"Pikachu,Raichu,Pinsir,Scizor,Heracross,Skarmory,Houndoom,Sableye,Medicham,Absol,Infernape,Lucario,Toxicroak,Weavile,Gliscor,Gallade,Chesnaught,Talonflame,Hawlucha,Goodra,Passimian,Kleavor,Sneasler,Maushold,Tinkaton,Raichu (Alolan Raichu)"
fell_stinger,Fell Stinger,Aguijón Letal,2,0,2,1,50.0,"Beedrill,Ariados"
fickle_beam,Fickle Beam,Láser Veleidoso,1,0,1,1,100.0,Hydrapple
fiery_dance,Fiery Dance,Danza Llama,1,0,1,0,0.0,Volcarona
final_gambit,Final Gambit,Sacrificio,1,0,1,0,0.0,Lucario
fire_blast,Fire Blast,Llamarada,54,0,54,3,5.6,"Charizard,Clefable,Ninetales,Arcanine,Machamp,Slowbro,Kangaskhan,Tauros,Gyarados,Flareon,Aerodactyl,Snorlax,Dragonite,Typhlosion,Slowking,Houndoom,Tyranitar,Aggron,Camerupt,Torkoal,Altaria,Castform,Absol,Infernape,Rampardos,Bastiodon,Garchomp,Rhyperior,Emboar,Simisear,Audino,Chandelure,Hydreigon,Volcarona,Delphox,Talonflame,Goodra,Gourgeist,Incineroar,Salazzle,Drampa,Dragapult,Skeledirge,Armarouge,Ceruledge,Scovillain,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Goodra (Hisuian Goodra),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
fire_fang,Fire Fang,Colmillo Ígneo,29,0,29,2,6.9,"Charizard,Arbok,Arcanine,Flareon,Aerodactyl,Typhlosion,Steelix,Houndoom,Tyranitar,Manectric,Luxray,Garchomp,Hippowdon,Rhyperior,Gliscor,Liepard,Krookodile,Hydreigon,Furfrou,Tyrantrum,Incineroar,Lycanroc,Salazzle,Sandaconda,Morpeko,Skeledirge,Scovillain,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion)"
fire_lash,Fire Lash,Látigo Ígneo,1,0,1,0,0.0,Salazzle
fire_punch,Fire Punch,Puño Fuego,41,0,41,5,12.2,"Charizard,Clefable,Alakazam,Machamp,Gengar,Kangaskhan,Snorlax,Dragonite,Typhlosion,Ampharos,Slowking,Tyranitar,Gardevoir,Sableye,Aggron,Medicham,Infernape,Rampardos,Lopunny,Rhyperior,Gallade,Emboar,Watchog,Simisear,Audino,Conkeldurr,Reuniclus,Golurk,Delphox,Diggersby,Pangoro,Heliolisk,Hawlucha,Goodra,Incineroar,Kommo-o,Sneasler,Garganacl,Slowking (Galarian Slowking),Typhlosion (Hisuian Typhlosion),Goodra (Hisuian Goodra)"
fire_spin,Fire Spin,Giro Fuego,26,0,26,0,0.0,"Charizard,Ninetales,Arcanine,Flareon,Dragonite,Typhlosion,Houndoom,Camerupt,Torkoal,Altaria,Infernape,Emboar,Simisear,Chandelure,Hydreigon,Volcarona,Delphox,Talonflame,Incineroar,Skeledirge,Armarouge,Ceruledge,Scovillain,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Tauros (Paldean Tauros (Blaze))"
first_impression,First Impression,Escaramuza,1,0,1,0,0.0,Ariados
fissure,Fissure,Fisura,14,0,14,0,0.0,"Snorlax,Steelix,Camerupt,Torkoal,Bastiodon,Hippowdon,Mamoswine,Excadrill,Krookodile,Stunfisk,Diggersby,Mudsdale,Garganacl,Stunfisk (Galarian Stunfisk)"
flail,Flail,Azote,38,0,38,0,0.0,"Blastoise,Pikachu,Raichu,Ninetales,Pinsir,Gyarados,Vaporeon,Jolteon,Flareon,Snorlax,Meganium,Feraligatr,Espeon,Umbreon,Forretress,Steelix,Heracross,Torkoal,Milotic,Lopunny,Leafeon,Glaceon,Mamoswine,Beartic,Stunfisk,Diggersby,Talonflame,Aromatisse,Clawitzer,Sylveon,Goodra,Tsareena,Basculegion (Basculegion-M),Bellibolt,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Stunfisk (Galarian Stunfisk),Basculegion (Basculegion-F)"
flame_charge,Flame Charge,Nitrocarga,24,0,24,2,8.3,"Charizard,Ninetales,Arcanine,Flareon,Typhlosion,Houndoom,Camerupt,Torkoal,Infernape,Emboar,Simisear,Chandelure,Volcarona,Delphox,Talonflame,Incineroar,Toucannon,Salazzle,Skeledirge,Armarouge,Ceruledge,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Tauros (Paldean Tauros (Blaze))"
flamethrower,Flamethrower,Lanzallamas,61,0,61,21,34.4,"Charizard,Clefable,Ninetales,Arcanine,Machamp,Slowbro,Kangaskhan,Tauros,Gyarados,Flareon,Aerodactyl,Snorlax,Dragonite,Typhlosion,Slowking,Houndoom,Tyranitar,Aggron,Manectric,Camerupt,Torkoal,Altaria,Castform,Absol,Infernape,Rampardos,Bastiodon,Garchomp,Rhyperior,Emboar,Watchog,Simisear,Audino,Zoroark,Chandelure,Hydreigon,Volcarona,Delphox,Talonflame,Slurpuff,Goodra,Gourgeist,Noivern,Incineroar,Salazzle,Drampa,Kommo-o,Dragapult,Skeledirge,Armarouge,Ceruledge,Scovillain,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
flare_blitz,Flare Blitz,Envite Ígneo,24,0,24,12,50.0,"Charizard,Ninetales,Arcanine,Flareon,Typhlosion,Houndoom,Camerupt,Torkoal,Infernape,Emboar,Simisear,Chandelure,Volcarona,Delphox,Talonflame,Incineroar,Salazzle,Skeledirge,Armarouge,Ceruledge,Scovillain,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Tauros (Paldean Tauros (Blaze))"
flash_cannon,Flash Cannon,Foco Resplandor,37,0,37,9,24.3,"Blastoise,Starmie,Forretress,Steelix,Scizor,Skarmory,Aggron,Camerupt,Chimecho,Empoleon,Bastiodon,Lucario,Rhyperior,Reuniclus,Vanilluxe,Golurk,Hydreigon,Aegislash,Aromatisse,Clawitzer,Aurorus,Klefki,Avalugg,Toucannon,Kommo-o,Corviknight,Garganacl,Armarouge,Espathra,Tinkaton,Orthworm,Glimmora,Kingambit,Archaludon,Stunfisk (Galarian Stunfisk),Goodra (Hisuian Goodra),Avalugg (Hisuian Avalugg)"
flatter,Flatter,Camelo,7,0,7,0,0.0,"Feraligatr,Ampharos,Sableye,Lopunny,Toxicroak,Morpeko,Tinkaton"
fling,Fling,Lanzamiento,89,0,89,0,0.0,"Charizard,Blastoise,Pikachu,Raichu,Clefable,Alakazam,Machamp,Slowbro,Gengar,Kangaskhan,Pinsir,Snorlax,Dragonite,Typhlosion,Feraligatr,Ampharos,Azumarill,Politoed,Slowking,Scizor,Heracross,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Medicham,Banette,Infernape,Empoleon,Rampardos,Lopunny,Garchomp,Lucario,Toxicroak,Abomasnow,Weavile,Rhyperior,Gliscor,Gallade,Froslass,Emboar,Samurott,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Whimsicott,Krookodile,Garbodor,Zoroark,Reuniclus,Emolga,Beartic,Golurk,Chesnaught,Greninja,Diggersby,Pangoro,Hawlucha,Dedenne,Incineroar,Crabominable,Salazzle,Tsareena,Oranguru,Passimian,Mimikyu,Drampa,Kommo-o,Mr. Rime,Alcremie,Morpeko,Sneasler,Meowscarada,Quaquaval,Garganacl,Armarouge,Ceruledge,Tinkaton,Palafin,Kingambit,Raichu (Alolan Raichu),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark)"
flip_turn,Flip Turn,Viraje,17,0,17,2,11.8,"Blastoise,Starmie,Vaporeon,Feraligatr,Sharpedo,Milotic,Empoleon,Samurott,Simipour,Greninja,Clawitzer,Primarina,Basculegion (Basculegion-M),Quaquaval,Palafin,Samurott (Hisuian Samurott),Basculegion (Basculegion-F)"
flower_trick,Flower Trick,Flower Trick,1,0,1,1,100.0,Meowscarada
fly,Fly,Vuelo,18,0,18,0,0.0,"Charizard,Pidgeot,Aerodactyl,Dragonite,Skarmory,Pelipper,Altaria,Golurk,Hydreigon,Volcarona,Talonflame,Hawlucha,Noivern,Toucannon,Drampa,Corviknight,Flapple,Dragapult"
flying_press,Flying Press,Plancha Voladora,1,0,1,0,0.0,Hawlucha
focus_blast,Focus Blast,Onda Certera,73,0,73,19,26.0,"Charizard,Blastoise,Raichu,Clefable,Alakazam,Machamp,Slowbro,Gengar,Kangaskhan,Pinsir,Snorlax,Dragonite,Typhlosion,Feraligatr,Ampharos,Azumarill,Politoed,Slowking,Heracross,Tyranitar,Gardevoir,Aggron,Medicham,Infernape,Rampardos,Lopunny,Lucario,Toxicroak,Abomasnow,Weavile,Rhyperior,Gallade,Emboar,Simisage,Simisear,Simipour,Excadrill,Conkeldurr,Krookodile,Garbodor,Zoroark,Reuniclus,Beartic,Golurk,Hydreigon,Chesnaught,Delphox,Pangoro,Clawitzer,Heliolisk,Hawlucha,Goodra,Trevenant,Gourgeist,Noivern,Incineroar,Crabominable,Mudsdale,Oranguru,Passimian,Drampa,Kommo-o,Mr. Rime,Sneasler,Armarouge,Palafin,Kingambit,Raichu (Alolan Raichu),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye)"
focus_energy,Focus Energy,Foco Energía,37,0,37,0,0.0,"Beedrill,Machamp,Kangaskhan,Pinsir,Vaporeon,Jolteon,Flareon,Ariados,Espeon,Umbreon,Scizor,Tyranitar,Sharpedo,Camerupt,Absol,Infernape,Rampardos,Bastiodon,Lucario,Leafeon,Glaceon,Emboar,Samurott,Watchog,Conkeldurr,Krookodile,Hydreigon,Pangoro,Sylveon,Passimian,Corviknight,Flapple,Kleavor,Quaquaval,Palafin,Archaludon,Samurott (Hisuian Samurott)"
focus_punch,Focus Punch,Puño Certero,48,0,48,1,2.1,"Charizard,Blastoise,Pikachu,Raichu,Clefable,Slowbro,Gengar,Snorlax,Dragonite,Typhlosion,Feraligatr,Ampharos,Azumarill,Politoed,Slowking,Heracross,Tyranitar,Sableye,Medicham,Infernape,Rampardos,Lopunny,Lucario,Toxicroak,Abomasnow,Weavile,Rhyperior,Gallade,Emboar,Conkeldurr,Krookodile,Reuniclus,Beartic,Golurk,Chesnaught,Hawlucha,Goodra,Incineroar,Crabominable,Passimian,Kommo-o,Sneasler,Garganacl,Palafin,Raichu (Alolan Raichu),Typhlosion (Hisuian Typhlosion),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye)"
follow_me,Follow Me,Señuelo,2,0,2,2,100.0,"Clefable,Maushold"
forests_curse,Forest's Curse,Condena Silvana,1,0,1,0,0.0,Trevenant
foul_play,Foul Play,Juego Sucio,50,0,50,5,10.0,"Ninetales,Alakazam,Slowbro,Gengar,Ariados,Umbreon,Slowking,Houndoom,Tyranitar,Sableye,Banette,Absol,Glalie,Bastiodon,Spiritomb,Toxicroak,Weavile,Rotom,Liepard,Krookodile,Zoroark,Stunfisk,Delphox,Diggersby,Pangoro,Klefki,Trevenant,Gourgeist,Salazzle,Oranguru,Polteageist,Mr. Rime,Morpeko,Meowscarada,Espathra,Tinkaton,Farigiraf,Kingambit,Sinistcha,Archaludon,Rotom (Heat Rotom),Rotom (Wash Rotom),Rotom (Frost Rotom),Rotom (Fan Rotom),Rotom (Mow Rotom),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Stunfisk (Galarian Stunfisk),Zoroark (Hisuian Zoroark)"
freeze_dry,Freeze-Dry,Liofilización,7,0,7,5,71.4,"Glalie,Glaceon,Mamoswine,Vanilluxe,Aurorus,Mr. Rime,Ninetales (Alolan Ninetales)"
frenzy_plant,Frenzy Plant,Planta Feroz,8,0,8,0,0.0,"Venusaur,Meganium,Torterra,Serperior,Chesnaught,Decidueye,Meowscarada,Decidueye (Hisuian Decidueye)"
frost_breath,Frost Breath,Vaho Gélido,8,0,8,0,0.0,"Glalie,Abomasnow,Glaceon,Froslass,Vanilluxe,Beartic,Avalugg,Mr. Rime"
frustration,Frustration,Frustración,1,0,1,0,0.0,Tsareena
future_sight,Future Sight,Premonición,22,0,22,1,4.5,"Clefable,Alakazam,Slowbro,Azumarill,Espeon,Slowking,Gardevoir,Castform,Chimecho,Absol,Gallade,Reuniclus,Delphox,Klefki,Oranguru,Hatterene,Mr. Rime,Wyrdeer,Farigiraf,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Meowstic (Meowstic-F)"
gastro_acid,Gastro Acid,Bilis,4,0,4,0,0.0,"Arbok,Victreebel,Snorlax,Serperior"
giga_drain,Giga Drain,Gigadrenado,41,0,41,7,17.1,"Venusaur,Beedrill,Arbok,Victreebel,Gengar,Meganium,Ariados,Forretress,Sableye,Torterra,Roserade,Abomasnow,Leafeon,Serperior,Simisage,Whimsicott,Cofagrigus,Garbodor,Volcarona,Chesnaught,Vivillon,Floette,Florges,Goodra,Trevenant,Gourgeist,Decidueye,Araquanid,Tsareena,Mimikyu,Flapple,Appletun,Polteageist,Hatterene,Runerigus,Alcremie,Meowscarada,Scovillain,Sinistcha,Hydrapple,Decidueye (Hisuian Decidueye)"
giga_impact,Giga Impact,Gigaimpacto,190,0,190,0,0.0,"Venusaur,Charizard,Blastoise,Beedrill,Pidgeot,Arbok,Raichu,Clefable,Ninetales,Arcanine,Alakazam,Machamp,Victreebel,Slowbro,Gengar,Kangaskhan,Starmie,Pinsir,Tauros,Gyarados,Vaporeon,Jolteon,Flareon,Aerodactyl,Snorlax,Dragonite,Meganium,Typhlosion,Feraligatr,Ariados,Ampharos,Azumarill,Politoed,Espeon,Umbreon,Slowking,Forretress,Steelix,Scizor,Heracross,Skarmory,Houndoom,Tyranitar,Pelipper,Gardevoir,Sableye,Aggron,Medicham,Manectric,Sharpedo,Camerupt,Torkoal,Altaria,Milotic,Banette,Absol,Glalie,Torterra,Infernape,Empoleon,Luxray,Roserade,Rampardos,Bastiodon,Lopunny,Spiritomb,Garchomp,Lucario,Hippowdon,Toxicroak,Abomasnow,Weavile,Rhyperior,Leafeon,Glaceon,Gliscor,Mamoswine,Gallade,Froslass,Serperior,Emboar,Samurott,Watchog,Liepard,Simisage,Simisear,Simipour,Excadrill,Audino,Conkeldurr,Whimsicott,Krookodile,Cofagrigus,Garbodor,Zoroark,Reuniclus,Vanilluxe,Chandelure,Beartic,Golurk,Hydreigon,Volcarona,Chesnaught,Delphox,Greninja,Diggersby,Talonflame,Vivillon,Florges,Pangoro,Furfrou,Meowstic (Meowstic-M),Aegislash,Aromatisse,Slurpuff,Clawitzer,Heliolisk,Tyrantrum,Aurorus,Sylveon,Hawlucha,Dedenne,Goodra,Klefki,Trevenant,Gourgeist,Avalugg,Noivern,Decidueye,Incineroar,Primarina,Toucannon,Crabominable,Lycanroc,Toxapex,Mudsdale,Araquanid,Salazzle,Tsareena,Oranguru,Passimian,Mimikyu,Drampa,Kommo-o,Corviknight,Flapple,Appletun,Sandaconda,Polteageist,Hatterene,Mr. Rime,Runerigus,Alcremie,Dragapult,Wyrdeer,Kleavor,Basculegion (Basculegion-M),Sneasler,Meowscarada,Skeledirge,Quaquaval,Maushold,Garganacl,Ceruledge,Bellibolt,Scovillain,Espathra,Palafin,Orthworm,Glimmora,Farigiraf,Kingambit,Archaludon,Hydrapple,Raichu (Alolan Raichu),Ninetales (Alolan Ninetales),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Goodra (Hisuian Goodra),Decidueye (Hisuian Decidueye),Avalugg (Hisuian Avalugg),Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua)),Meowstic (Meowstic-F),Basculegion (Basculegion-F)"
gigaton_hammer,Gigaton Hammer,Gigaton Hammer,1,0,1,1,100.0,Tinkaton
glare,Glare,Deslumbrar,5,0,5,2,40.0,"Arbok,Serperior,Heliolisk,Drampa,Sandaconda"
grass_knot,Grass Knot,Hierba Lazo,74,0,74,2,2.7,"Venusaur,Pikachu,Raichu,Clefable,Alakazam,Victreebel,Slowbro,Starmie,Meganium,Azumarill,Espeon,Slowking,Gardevoir,Medicham,Chimecho,Torterra,Infernape,Empoleon,Roserade,Lopunny,Abomasnow,Leafeon,Gallade,Serperior,Emboar,Samurott,Liepard,Simisage,Simisear,Simipour,Audino,Conkeldurr,Whimsicott,Krookodile,Cofagrigus,Zoroark,Reuniclus,Beartic,Golurk,Chesnaught,Delphox,Greninja,Diggersby,Floette,Florges,Pangoro,Furfrou,Heliolisk,Hawlucha,Dedenne,Trevenant,Gourgeist,Decidueye,Tsareena,Passimian,Drampa,Flapple,Appletun,Mr. Rime,Runerigus,Sneasler,Meowscarada,Maushold,Scovillain,Palafin,Farigiraf,Kingambit,Hydrapple,Raichu (Alolan Raichu),Slowbro (Galarian Slowbro),Slowking (Galarian Slowking),Samurott (Hisuian Samurott),Zoroark (Hisuian Zoroark),Decidueye (Hisuian Decidueye)"
grassy_glide,Grassy Glide,Fitoimpulso,22,0,22,0,0.0,"Venusaur,Victreebel,Meganium,Torterra,Roserade,Abomasnow,Leafeon,Serperior,Simisage,Whimsicott,Chesnaught,Florges,Trevenant,Gourgeist,Decidueye,Tsareena,Flapple,Appletun,Meowscarada,Scovillain,Hydrapple,Decidueye (Hisuian Decidueye)"
grassy_terrain,Grassy Terrain,Campo de Hierba,19,0,19,1,5.3,"Venusaur,Meganium,Torterra,Roserade,Serperior,Whimsicott,Chesnaught,Floette,Florges,Trevenant,Decidueye,Tsareena,Flapple,Appletun,Meowscarada,Scovillain,Sinistcha,Hydrapple,Decidueye (Hisuian Decidueye)"
grav_apple,Grav Apple,Fuerza G,1,0,1,1,100.0,Flapple
gravity,Gravity,Gravedad,18,0,18,0,0.0,"Clefable,Starmie,Espeon,Forretress,Gardevoir,Sableye,Medicham,Chimecho,Glaceon,Reuniclus,Golurk,Meowstic (Meowstic-M),Oranguru,Hatterene,Wyrdeer,Garganacl,Farigiraf,Meowstic (Meowstic-F)"
growth,Growth,Desarrollo,14,0,14,0,0.0,"Venusaur,Victreebel,Camerupt,Torterra,Roserade,Abomasnow,Serperior,Whimsicott,Chesnaught,Trevenant,Flapple,Appletun,Scovillain,Hydrapple"
guard_split,Guard Split,Isoguardia,5,0,5,0,0.0,"Alakazam,Bastiodon,Rhyperior,Cofagrigus,Runerigus"
guard_swap,Guard Swap,Cambiadefensa,11,0,11,0,0.0,"Alakazam,Umbreon,Gardevoir,Medicham,Castform,Cofagrigus,Reuniclus,Hatterene,Mr. Rime,Runerigus,Farigiraf"
guillotine,Guillotine,Guillotina,2,0,2,0,0.0,"Pinsir,Kingambit"
gunk_shot,Gunk Shot,Lanzamugre,27,0,27,2,7.4,"Arbok,Gengar,Snorlax,Pelipper,Banette,Infernape,Toxicroak,Gliscor,Watchog,Liepard,Simisage,Simisear,Simipour,Krookodile,Garbodor,Greninja,Diggersby,Pangoro,Toucannon,Crabominable,Toxapex,Salazzle,Passimian,Sneasler,Glimmora,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking)"
gyro_ball,Gyro Ball,Giro Bola,21,0,21,2,9.5,"Blastoise,Starmie,Typhlosion,Forretress,Steelix,Sableye,Torkoal,Glalie,Emboar,Reuniclus,Golurk,Chesnaught,Aegislash,Aromatisse,Gourgeist,Avalugg,Passimian,Appletun,Archaludon,Hydrapple,Typhlosion (Hisuian Typhlosion)"
hammer_arm,Hammer Arm,Machada,12,0,12,0,0.0,"Kangaskhan,Snorlax,Rampardos,Rhyperior,Emboar,Conkeldurr,Reuniclus,Golurk,Chesnaught,Diggersby,Pangoro,Garganacl"
hard_press,Hard Press,Prensa Metálica,19,0,19,0,0.0,"Pinsir,Snorlax,Forretress,Scizor,Tyranitar,Torterra,Bastiodon,Hippowdon,Abomasnow,Mamoswine,Emboar,Conkeldurr,Beartic,Golurk,Crabominable,Garganacl,Tinkaton,Palafin,Archaludon"
haze,Haze,Niebla,26,0,26,1,3.8,"Blastoise,Arbok,Gengar,Vaporeon,Dragonite,Politoed,Altaria,Milotic,Empoleon,Glaceon,Mamoswine,Froslass,Cofagrigus,Garbodor,Chandelure,Greninja,Aurorus,Trevenant,Decidueye,Primarina,Toxapex,Mr. Rime,Runerigus,Palafin,Slowbro (Galarian Slowbro),Decidueye (Hisuian Decidueye)"
head_smash,Head Smash,Testarazo,11,0,11,4,36.4,"Steelix,Aggron,Rampardos,Emboar,Hydreigon,Aegislash,Tyrantrum,Basculegion (Basculegion-M),Arcanine (Hisuian Arcanine),Avalugg (Hisuian Avalugg),Basculegion (Basculegion-F)"
headbutt,Headbutt,Golpe Cabeza,3,0,3,0,0.0,"Tauros (Paldean Tauros),Tauros (Paldean Tauros (Blaze)),Tauros (Paldean Tauros (Aqua))"
headlong_rush,Headlong Rush,Headlong Rush,3,0,3,0,0.0,"Torterra,Golurk,Pangoro"
heal_bell,Heal Bell,Campana Cura,1,0,1,0,0.0,Chimecho
heal_pulse,Heal Pulse,Pulso Cura,14,0,14,4,28.6,"Clefable,Slowbro,Meganium,Slowking,Gardevoir,Chimecho,Lucario,Gallade,Audino,Aromatisse,Clawitzer,Hatterene,Slowbro (Galarian Slowbro),Slowking (Galarian Slowking)"
healing_wish,Healing Wish,Deseo Cura,6,0,6,1,16.7,"Ninetales,Gardevoir,Chimecho,Lopunny,Audino,Hatterene"
heat_crash,Heat Crash,Golpe Calor,11,0,11,0,0.0,"Charizard,Arcanine,Snorlax,Camerupt,Torkoal,Rhyperior,Emboar,Golurk,Incineroar,Skeledirge,Arcanine (Hisuian Arcanine)"
heat_wave,Heat Wave,Onda Ígnea,30,0,30,14,46.7,"Charizard,Pidgeot,Ninetales,Arcanine,Flareon,Aerodactyl,Dragonite,Typhlosion,Houndoom,Camerupt,Torkoal,Altaria,Infernape,Emboar,Simisear,Chandelure,Hydreigon,Volcarona,Delphox,Talonflame,Noivern,Incineroar,Toucannon,Salazzle,Drampa,Skeledirge,Armarouge,Ceruledge,Arcanine (Hisuian Arcanine),Typhlosion (Hisuian Typhlosion)"
